"insurer_nm","claim_id","claim_create_dt","current_status","current_substatus","invoice_date","outlet_nm","outlet_type","outlet_city","outlet_province","claim_vehicle_year","claim_vehicle_make","claim_vehicle_model","event_status","event_substatus","first_time_in_status","total_hrs_in_status"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Open","Claim Not accepted","2018-01-03 12:48:08.647","4.198"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Open","Claim Accepted","2018-01-04 07:49:57.453","0"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Booked","Pre-Booked","2018-01-04 07:54:53.717","14.000"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Booked","Post-Booked","2018-01-05 13:00:00","18.428"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-09 08:17:13.627","0.007"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Booked","ClaimRescheduled","2018-01-09 08:17:37.813","0.353"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Completed","ClaimMovedToCompleted","2018-01-09 08:47:19.833","4.602"
"OLD MUTUAL INSURE",621177,"2018-01-02 15:39:07.137","Invoiced","ClaimMovedToInvoiced","2018-01-09","Lichtenburg","Franchise","Lichtenburg","North West",2015,"VOLKSWAGEN","SUV 5DR (2008/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-09 13:23:28.377","2235"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Unauthorised","Authorisation requested","2018-01-02 15:45:26.527","0"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Open","Claim Not accepted","2018-01-02 15:45:27.403","0.073"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Open","Claim Accepted","2018-01-02 15:49:51.873","0.839"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Open","Communicated With Client","2018-01-02 16:40:14.677","0.061"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Open","LeftSMS Or Voicemail","2018-01-02 16:43:56.427","4.135"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Booked","Pre-Booked","2018-01-03 11:52:03.327","5.633"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Booked","Post-Booked","2018-01-04 08:30:00","8.500"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Booked","Fitment Completed","2018-01-05 07:53:37.153","0"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Completed","ClaimMovedToCompleted","2018-01-05 07:53:45.247","23.692"
"Hollard C/O IAS",621178,"2018-01-02 15:45:26.48","Invoiced","ClaimMovedToInvoiced","2018-01-05","Cape Town","Branch","Cape Town","Western Cape",2014,"KIA","III HATCH 5DR (2011/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-09 08:41:31.663","2240"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Unauthorised","Authorisation requested","2018-01-02 15:51:03.777","0"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Open","Claim Not accepted","2018-01-02 15:51:04.2","13.409"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Open","Claim Accepted","2018-01-04 11:15:35.553","0.053"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Open","LeftSMS Or Voicemail","2018-01-04 11:18:47.647","0.06"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Open","Communicated With Client","2018-01-04 11:22:25.147","12.326"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Booked","Pre-Booked","2018-01-05 14:41:59.573","7.800"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Booked","Post-Booked","2018-01-08 08:30:00","9.661"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-09 09:05:58.413","0.006"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Booked","ClaimRescheduled","2018-01-09 09:09:58.883","19.262"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Completed","ClaimMovedToCompleted","2018-01-11 10:25:40.99","26.602"
"DISCOVERY INSURE",621179,"2018-01-02 15:51:03.683","Invoiced","ClaimMovedToInvoiced","2018-01-15","Vereeniging","Franchise","Vanderbijlpark","Gauteng",2010,"TOYOTA","SUV 5DR (2006/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-15 14:01:48.053","2193"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Unauthorised","Authorisation requested","2018-01-02 15:53:55.7","0"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Open","Claim Not accepted","2018-01-02 15:53:56.717","0.962"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Open","Claim Accepted","2018-01-02 16:51:39.77","0.098"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Booked","Pre-Booked","2018-01-02 16:57:33.287","8.04"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Booked","Post-Booked","2018-01-03 16:00:00","1.000"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Completed","ClaimMovedToCompleted","2018-01-04 07:30:55.777","0"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Booked","Fitment Completed","2018-01-04 07:34:27.777","5.692"
"HOLLARD C/O DIGICALL SOLUTIONS",621181,"2018-01-02 15:53:55.56","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2005,"TOYOTA","MPV 5DR (2004/2009)","Invoiced","ClaimMovedToInvoiced","2018-01-04 13:41:34.003","2267"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Unauthorised","Authorisation requested","2018-01-02 15:55:47.67","0"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Open","Claim Not accepted","2018-01-02 15:55:48.997","0.657"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Open","Claim Accepted","2018-01-02 16:35:15.13","0.028"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Open","Communicated With Client","2018-01-02 16:36:54.69","3.553"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Open","LeftSMS Or Voicemail","2018-01-02 16:40:36.503","0.037"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Booked","Pre-Booked","2018-01-03 11:12:23.133","10.793"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Booked","Post-Booked","2018-01-04 13:00:00","15.641"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Booked","Fitment Completed","2018-01-06 10:38:30.417","0.069"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Completed","ClaimMovedToCompleted","2018-01-06 10:42:41.247","11.981"
"RENASA INSURANCE",621182,"2018-01-02 15:55:47.387","Invoiced","ClaimMovedToInvoiced","2018-01-08","Durban","Branch","Durban","KwaZulu-Natal",2008,"NISSAN","DOUBLE CAB (2005/2010)","Invoiced","ClaimMovedToInvoiced","2018-01-09 08:41:31.787","2240"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","M & F","MnFClaimCreated","2018-01-02 15:56:37.217","0.087"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Open","Claim Not accepted","2018-01-02 16:01:49.953","12.062"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Open","Claim Accepted","2018-01-02 16:55:21.223","0.079"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Open","LeftSMS Or Voicemail","2018-01-02 17:00:05.507","0.061"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Open","Communicated With Client","2018-01-02 17:03:44.27","13.629"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Unauthorised","Authorisation requested","2018-01-04 12:41:31.767","11.148"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Booked","Pre-Booked","2018-01-08 12:00:37.687","36.491"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Booked","Post-Booked","2018-01-12 12:30:03.997","222.780"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Booked","ClaimRescheduled","2018-02-12 15:12:48.92","179.786"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-03-09 11:28:15.583","0.015"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Booked","ClaimRebookedWithPreviousFitmentNotCompleteSet","2018-03-09 11:29:10.233","3.043"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Completed","ClaimMovedToCompleted","2018-03-10 09:07:36.14","13.527"
"SANTAM",621183,"2018-01-02 15:56:37.09","Invoiced","ClaimMovedToInvoiced","2018-03-13","West Rand","Franchise"," Roodepoort"," 1724",2012,"LEXUS","450 (2008/2013)","Invoiced","ClaimMovedToInvoiced","2018-03-13 08:39:12.41","1790"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","M & F","MnFClaimCreated","2018-01-02 16:00:30.233","0.035"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","Open","Claim Not accepted","2018-01-02 16:02:37.313","0.082"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","Open","Claim Accepted","2018-01-02 16:07:32.327","0.138"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","Booked","Pre-Booked","2018-01-02 16:15:49.25","7.237"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","Booked","Post-Booked","2018-01-03 14:30:00","2.500"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","Booked","Fitment Completed","2018-01-04 07:29:03.997","0"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","Completed","ClaimMovedToCompleted","2018-01-04 07:29:10.763","5.901"
"SANTAM",621184,"2018-01-02 16:00:30.107","Invoiced","ClaimMovedToInvoiced","2018-01-04","Cape Town","Branch","Cape Town","Western Cape",2015,"NISSAN","SINGLE CAB (2008/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-04 13:54:05.467","2267"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","M & F","MnFClaimCreated","2018-01-02 16:00:35.263","0.109"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Open","Claim Not accepted","2018-01-02 16:07:07.467","2.96"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Open","Claim Accepted","2018-01-03 10:04:42.58","0.062"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Open","LeftSMS Or Voicemail","2018-01-03 10:08:26.563","0.058"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Open","Communicated With Client","2018-01-03 10:11:54.39","14.566"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Booked","Pre-Booked","2018-01-04 15:45:50.383","32.937"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Booked","Post-Booked","2018-01-04 15:46:16.56","143.131"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-09 13:59:33.087","0.021"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Completed","ClaimMovedToCompleted","2018-01-30 09:51:13.253","46.803"
"SANTAM",621185,"2018-01-02 16:00:35.09","Invoiced","ClaimMovedToInvoiced","2018-02-05","Delmas","Franchise","Delmas","Mpumalanga",2001,"OPEL","SEDAN 4DR (2000/2009)","Invoiced","ClaimMovedToInvoiced","2018-02-05 15:39:25.857","2042"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Unauthorised","Authorisation requested","2018-01-02 15:57:20","0"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Open","Claim Not accepted","2018-01-02 15:57:20.407","1.136"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Open","Claim Accepted","2018-01-03 08:05:30.297","0.008"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Open","Communicated With Client","2018-01-03 08:05:57.97","0"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Open","LeftSMS Or Voicemail","2018-01-03 08:05:58.767","1.846"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Booked","Pre-Booked","2018-01-03 09:56:44.67","0.554"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Booked","Post-Booked","2018-01-03 10:30:00","5.933"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-03 16:22:47.717","0.013"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Booked","ClaimRescheduled","2018-01-03 16:26:48.387","48.801"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Completed","ClaimMovedToCompleted","2018-01-10 15:14:51.573","9.478"
"OLD MUTUAL INSURE",621186,"2018-01-02 15:57:19.92","Invoiced","ClaimMovedToInvoiced","2018-01-11","Rustenburg","Franchise","Rustenburg","North West",0,"TOYOTA","SINGLE CAB (2005/2008)","Invoiced","ClaimMovedToInvoiced","2018-01-11 15:43:30.81","2215"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","","","2018-01-02 15:57:35.217","0"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","Open","Claim Not accepted","2018-01-02 15:57:35.843","3.047"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","Open","Claim Accepted","2018-01-02 16:26:43.033","0.203"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","Open","Communicated With Client","2018-01-02 16:38:55.847","3.988"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","Open","LeftSMS Or Voicemail","2018-01-02 16:38:56.863","0.351"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","Unauthorised","Authorisation requested","2018-01-03 11:18:55.433","13.449"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","Booked","Post-Booked","2018-01-05 10:00:00","14.098"
"HOLLARD C/O DIGICALL SOLUTIONS",621187,"2018-01-02 15:57:35.157","Invoiced","ClaimMovedToInvoiced","2018-01-08","Fourways","Franchise"," Olifantsfontein"," 1666",2014,"BMW","SEDAN 4DR (2012/Current)","Booked","Pre-Booked","2018-01-08 10:05:51.547","2.338"
